path,loc,cc
src\transformers\models\recurrent_gemma\modeling_recurrent_gemma.py,525,134
src\transformers\models\sam2_video\processing_sam2_video.py,448,134
src\transformers\models\minimax\modeling_minimax.py,610,133
src\transformers\models\levit\modeling_levit.py,488,133
src\transformers\models\superglue\modeling_superglue.py,509,132
src\transformers\models\dinov2\modeling_dinov2.py,437,132
src\transformers\pipelines\text_generation.py,358,132
tests\models\longt5\test_modeling_longt5.py,1075,131
src\transformers\models\dinov2_with_registers\modeling_dinov2_with_registers.py,453,131
src\transformers\models\pvt_v2\modeling_pvt_v2.py,420,131
src\transformers\models\convnextv2\modeling_tf_convnextv2.py,504,130
src\transformers\modeling_tf_pytorch_utils.py,485,130
src\transformers\models\timesformer\modeling_timesformer.py,433,130
src\transformers\models\xcodec\modeling_xcodec.py,365,130
src\transformers\models\edgetam_video\modular_edgetam_video.py,771,129
src\transformers\models\internvl\modeling_internvl.py,630,129
src\transformers\models\regnet\modeling_flax_regnet.py,619,129
src\transformers\models\mobilenet_v2\modeling_mobilenet_v2.py,565,129
src\transformers\models\vit_mae\modeling_vit_mae.py,550,129
src\transformers\models\convnext\modeling_tf_convnext.py,461,129
src\transformers\models\blip\modeling_blip.py,769,128
src\transformers\models\efficientloftr\modeling_efficientloftr.py,736,127
src\transformers\models\auto\auto_factory.py,690,127
examples\legacy\question-answering\run_squad.py,651,127
src\transformers\models\deformable_detr\image_processing_deformable_detr_fast.py,545,126
src\transformers\generation\beam_constraints.py,292,126
tests\models\owlv2\test_modeling_owlv2.py,803,125
tests\models\owlvit\test_modeling_owlvit.py,795,125
tests\models\hubert\test_modeling_hubert.py,690,125
src\transformers\models\smolvlm\modeling_smolvlm.py,631,125
tests\models\clip\test_modeling_clip.py,622,125
src\transformers\models\oneformer\image_processing_oneformer_fast.py,599,125
src\transformers\models\modernbert_decoder\modeling_modernbert_decoder.py,520,125
src\transformers\models\resnet\modeling_flax_resnet.py,516,125
src\transformers\models\fuyu\image_processing_fuyu.py,413,125
src\transformers\models\markuplm\tokenization_markuplm_fast.py,651,124
src\transformers\models\idefics3\modeling_idefics3.py,621,124
src\transformers\models\llava_next_video\modeling_llava_next_video.py,620,124
tests\models\metaclip_2\test_modeling_metaclip_2.py,611,124
src\transformers\models\dia\modular_dia.py,562,124
src\transformers\models\grounding_dino\image_processing_grounding_dino_fast.py,528,124
src\transformers\models\pvt\modeling_pvt.py,425,124
tests\models\vision_encoder_decoder\test_modeling_vision_encoder_decoder.py,1204,123
src\transformers\models\gpt_neox_japanese\modeling_gpt_neox_japanese.py,491,123
src\transformers\models\wav2vec2\tokenization_wav2vec2.py,489,123
src\transformers\models\qwen2_audio\modeling_qwen2_audio.py,542,122
examples\legacy\run_swag.py,525,122
src\transformers\models\persimmon\modeling_persimmon.py,501,122
src\transformers\models\ctrl\modeling_ctrl.py,466,122
src\transformers\models\swiftformer\modeling_swiftformer.py,323,122
src\transformers\data\processors\squad.py,584,121
src\transformers\optimization.py,470,121
src\transformers\models\dinov2\modeling_flax_dinov2.py,612,120
src\transformers\models\eomt\image_processing_eomt.py,591,120
tests\models\reformer\test_modeling_reformer.py,1149,119
tests\models\bark\test_modeling_bark.py,881,119
src\transformers\models\videomae\modeling_videomae.py,485,119
src\transformers\data\datasets\language_modeling.py,346,119
src\transformers\models\megatron_gpt2\checkpoint_reshaping_and_interoperability.py,652,118
tests\models\pix2struct\test_modeling_pix2struct.py,635,118
src\transformers\models\llava_onevision\modeling_llava_onevision.py,623,118
src\transformers\models\xglm\modeling_flax_xglm.py,610,118
src\transformers\models\opt\modeling_flax_opt.py,589,117
src\transformers\models\got_ocr2\modeling_got_ocr2.py,541,117
src\transformers\models\lfm2\modeling_lfm2.py,535,117
tests\quantization\bnb\test_4bit.py,526,117
src\transformers\models\deit\modeling_deit.py,490,117
src\transformers\models\wavlm\modular_wavlm.py,434,117
src\transformers\models\kosmos2\processing_kosmos2.py,401,117
src\transformers\models\gpt2\modeling_flax_gpt2.py,599,116
src\transformers\onnx\config.py,454,116
src\transformers\kernels\falcon_mamba\selective_scan_with_ln_interface.py,449,116
src\transformers\models\vit\modeling_vit.py,447,116
src\transformers\models\yolos\modeling_yolos.py,429,116
src\transformers\models\herbert\tokenization_herbert.py,402,116
tests\models\unispeech_sat\test_modeling_unispeech_sat.py,642,115
src\transformers\models\codegen\modeling_codegen.py,474,115
src\transformers\models\udop\tokenization_udop_fast.py,716,114
src\transformers\models\lightglue\modeling_lightglue.py,650,114
examples\pytorch\text-classification\run_classification.py,592,114
src\transformers\models\ovis2\modeling_ovis2.py,584,114
src\transformers\models\moonshine\modular_moonshine.py,576,114
src\transformers\models\gpt_oss\modeling_gpt_oss.py,525,113
tests\repo_utils\test_tests_fetcher.py,630,112
tests\models\siglip2\test_modeling_siglip2.py,579,112
tests\commands\test_serving.py,565,112
src\transformers\image_processing_utils_fast.py,536,112
examples\pytorch\text-classification\run_glue.py,494,112
src\transformers\pipelines\table_question_answering.py,266,112
src\transformers\models\llava_onevision\modular_llava_onevision.py,518,111
src\transformers\models\auto\image_processing_auto.py,450,111
src\transformers\models\clip\tokenization_clip.py,305,111
src\transformers\models\resnet\modeling_resnet.py,291,111
src\transformers\models\deberta_v2\tokenization_deberta_v2.py,290,111
src\transformers\models\mpnet\tokenization_mpnet.py,290,111
tests\models\moshi\test_modeling_moshi.py,760,110
src\transformers\models\gpt_neox\modeling_gpt_neox.py,610,110
src\transformers\models\layoutlmv3\tokenization_layoutlmv3_fast.py,591,109
src\transformers\modeling_flax_pytorch_utils.py,324,109
src\transformers\models\deprecated\realm\tokenization_realm.py,285,109
tests\peft_integration\test_peft_integration.py,586,108
src\transformers\commands\chat.py,541,108
src\transformers\models\modernbert_decoder\modular_modernbert_decoder.py,538,108
tests\models\siglip\test_modeling_siglip.py,525,108
src\transformers\models\idefics\vision_tf.py,386,108
src\transformers\models\roformer\tokenization_roformer.py,290,108
src\transformers\utils\dummy_sentencepiece_objects.py,145,108
tests\pipelines\test_pipelines_automatic_speech_recognition.py,1583,107
src\transformers\models\ijepa\modeling_ijepa.py,361,107
examples\pytorch\token-classification\run_ner_no_trainer.py,657,106
tests\models\wav2vec2_bert\test_modeling_wav2vec2_bert.py,601,106
src\transformers\models\vit\modeling_flax_vit.py,520,106
src\transformers\models\deepseek_v3\modeling_deepseek_v3.py,495,106
src\transformers\models\ernie4_5_moe\modeling_ernie4_5_moe.py,469,106
src\transformers\models\ibert\quant_modules.py,467,106
src\transformers\pipelines\document_question_answering.py,358,106
src\transformers\integrations\peft.py,324,106
src\transformers\models\splinter\tokenization_splinter.py,279,106
tests\models\sam_hq\test_modeling_sam_hq.py,883,105
tests\models\mt5\test_modeling_mt5.py,870,105
examples\pytorch\question-answering\run_qa_no_trainer.py,761,105
tests\models\wav2vec2_conformer\test_modeling_wav2vec2_conformer.py,670,105
src\transformers\models\layoutxlm\tokenization_layoutxlm_fast.py,554,105
examples\pytorch\text-classification\run_glue_no_trainer.py,534,105
src\transformers\models\timesfm\modeling_timesfm.py,516,105
src\transformers\models\longcat_flash\modeling_longcat_flash.py,475,105
src\transformers\models\sew\modular_sew.py,321,105
src\transformers\models\funnel\tokenization_funnel.py,295,105
src\transformers\keras_callbacks.py,258,105
tests\pipelines\test_pipelines_common.py,711,104
examples\pytorch\summarization\run_summarization.py,613,104
src\transformers\models\doge\modeling_doge.py,565,104
src\transformers\models\csm\modular_csm.py,500,104
tests\models\prophetnet\test_modeling_prophetnet.py,1092,103
tests\models\marian\test_modeling_marian.py,665,103
src\transformers\models\diffllama\modeling_diffllama.py,537,103
src\transformers\models\rag\retrieval_rag.py,393,103
src\transformers\models\distilbert\tokenization_distilbert.py,271,103
src\transformers\models\bert\tokenization_bert.py,270,103
src\transformers\models\convbert\tokenization_convbert.py,270,103
src\transformers\models\electra\tokenization_electra.py,270,103
src\transformers\models\layoutlm\tokenization_layoutlm.py,270,103
src\transformers\models\lxmert\tokenization_lxmert.py,270,103
src\transformers\models\mobilebert\tokenization_mobilebert.py,270,103
src\transformers\models\squeezebert\tokenization_squeezebert.py,270,103
src\transformers\models\deprecated\retribert\tokenization_retribert.py,269,103
src\transformers\models\poolformer\modeling_poolformer.py,248,103
tests\models\perceiver\test_modeling_perceiver.py,800,102
tests\models\clap\test_modeling_clap.py,575,102
src\transformers\models\gemma\modeling_flax_gemma.py,569,102
src\transformers\models\granite_speech\modeling_granite_speech.py,390,102
examples\modular-transformers\modeling_multimodal2.py,381,102
tests\models\encoder_decoder\test_modeling_encoder_decoder.py,1074,101
src\transformers\models\layoutlmv2\tokenization_layoutlmv2_fast.py,562,101
src\transformers\video_processing_utils.py,554,101
src\transformers\models\deepseek_v2\modeling_deepseek_v2.py,478,101
src\transformers\models\vivit\modeling_vivit.py,342,101
src\transformers\quantizers\quantizer_torchao.py,302,101
src\transformers\models\prophetnet\tokenization_prophetnet.py,269,101
src\transformers\models\granitemoehybrid\modular_granitemoehybrid.py,262,101
src\transformers\hf_argparser.py,221,101
src\transformers\models\mistral\modeling_flax_mistral.py,549,100
src\transformers\models\llama\modeling_flax_llama.py,547,100
tests\models\groupvit\test_modeling_groupvit.py,534,100
src\transformers\models\llava_next\modeling_llava_next.py,509,100
src\transformers\models\vision_encoder_decoder\modeling_tf_vision_encoder_decoder.py,457,100
src\transformers\models\gemma2\modeling_gemma2.py,419,100
src\transformers\models\deprecated\trajectory_transformer\modeling_trajectory_transformer.py,403,100
src\transformers\models\mlcd\modeling_mlcd.py,389,100
src\transformers\models\efficientnet\modeling_efficientnet.py,376,100
src\transformers\models\dpr\modeling_dpr.py,336,100
src\transformers\pipelines\image_text_to_text.py,306,100
src\transformers\models\mgp_str\modeling_mgp_str.py,295,100
tests\models\x_clip\test_modeling_x_clip.py,576,99
src\transformers\models\dpr\modeling_tf_dpr.py,526,99
src\transformers\commands\add_new_model_like.py,489,99
src\transformers\models\timesfm\modular_timesfm.py,486,99
src\transformers\models\plbart\modular_plbart.py,388,99
src\transformers\models\deprecated\van\modeling_van.py,355,99
src\transformers\models\vit_msn\modeling_vit_msn.py,333,99
src\transformers\utils\notebook.py,243,99
tests\utils\test_cache_utils.py,949,98
tests\models\switch_transformers\test_modeling_switch_transformers.py,877,98
tests\models\sam2\test_modeling_sam2.py,816,98
examples\pytorch\question-answering\run_qa_beam_search_no_trainer.py,777,98
tests\models\clipseg\test_modeling_clipseg.py,529,98
src\transformers\models\internvl\modular_internvl.py,412,98
src\transformers\models\hgnet_v2\modular_hgnet_v2.py,406,98
src\transformers\models\vaultgemma\modeling_vaultgemma.py,401,98
tests\models\bart\test_modeling_bart.py,1339,97
tests\models\sam\test_modeling_sam.py,805,97
examples\pytorch\translation\run_translation.py,538,97
src\transformers\models\fuyu\processing_fuyu.py,498,97
tests\sagemaker\scripts\pytorch\run_glue_model_parallelism.py,390,97
src\transformers\quantizers\quantizer_mxfp4.py,341,97
src\transformers\models\nougat\tokenization_nougat_fast.py,320,97
src\transformers\utils\backbone_utils.py,214,97
src\transformers\models\bloom\modeling_flax_bloom.py,503,96
src\transformers\models\qwen3_moe\modeling_qwen3_moe.py,459,96
src\transformers\integrations\bitsandbytes.py,358,96
src\transformers\models\openai\tokenization_openai.py,248,96
examples\pytorch\language-modeling\run_clm.py,551,95
src\transformers\models\flex_olmo\modeling_flex_olmo.py,446,95
src\transformers\models\flava\image_processing_flava.py,425,95
src\transformers\models\hunyuan_v1_moe\modeling_hunyuan_v1_moe.py,414,95
src\transformers\models\dac\modeling_dac.py,359,95
src\transformers\models\convnext\modeling_convnext.py,263,95
tests\quantization\bnb\test_mixed_int8.py,617,94
examples\pytorch\question-answering\run_seq2seq_qa.py,571,94
src\transformers\models\gptj\modeling_flax_gptj.py,536,94
src\transformers\models\gpt_neo\modeling_flax_gpt_neo.py,516,94
src\transformers\models\whisper\tokenization_whisper_fast.py,365,94
src\transformers\loss\loss_for_object_detection.py,292,94
src\transformers\generation\flax_logits_process.py,278,94
src\transformers\models\rt_detr\modeling_rt_detr_resnet.py,274,94
src\transformers\models\convnextv2\modeling_convnextv2.py,267,94
src\transformers\models\regnet\modeling_regnet.py,260,94
tests\models\seamless_m4t_v2\test_modeling_seamless_m4t_v2.py,829,93
examples\pytorch\translation\run_translation_no_trainer.py,615,93
src\transformers\models\video_llava\modeling_video_llava.py,445,93
src\transformers\models\dots1\modeling_dots1.py,433,93
src\transformers\models\hgnet_v2\modeling_hgnet_v2.py,346,93
src\transformers\models\vitpose_backbone\modeling_vitpose_backbone.py,304,93
src\transformers\models\textnet\modeling_textnet.py,268,93
src\transformers\models\sam2\processing_sam2.py,263,93
tests\deepspeed\test_deepspeed.py,969,92
tests\models\idefics\test_modeling_idefics.py,703,92
examples\pytorch\language-modeling\run_fim.py,651,92
src\transformers\models\speech_encoder_decoder\modeling_flax_speech_encoder_decoder.py,626,92
tests\models\chinese_clip\test_modeling_chinese_clip.py,582,92
src\transformers\dynamic_module_utils.py,461,92
src\transformers\models\llava_onevision\image_processing_llava_onevision.py,420,92
src\transformers\models\idefics2\image_processing_idefics2.py,314,92
tests\models\patchtsmixer\test_modeling_patchtsmixer.py,936,91
examples\pytorch\summarization\run_summarization_no_trainer.py,642,91
src\transformers\models\gpt_neox\modular_gpt_neox.py,511,91
src\transformers\models\aimv2\modeling_aimv2.py,473,91
src\transformers\models\glm4_moe\modeling_glm4_moe.py,438,91
tests\models\seamless_m4t\test_modeling_seamless_m4t.py,774,90
tests\models\modernbert\test_modeling_modernbert.py,534,90
src\transformers\models\mixtral\modeling_mixtral.py,443,90
src\transformers\models\encoder_decoder\modeling_tf_encoder_decoder.py,433,90
examples\legacy\multiple_choice\utils_multiple_choice.py,405,90
src\transformers\models\gpt_oss\modular_gpt_oss.py,375,90
src\transformers\models\idefics\processing_idefics.py,317,90
